工號,姓名,部門,email
43743,周文雄,稽核部,changwanhshing@gmail.com
34293,蕭義林,總務部,changwanhshing@gmail.com
10082,徐孝傑,法務部,changwanhshing@gmail.com
17340,趙春燕,業務部,changwanhshing@gmail.com
48523,唐欣傑,業務部,changwanhshing@gmail.com
73040,徐文明,總務部,changwanhshing@gmail.com
81963,趙峰澤,生產部,changwanhshing@gmail.com
35175,任偉芳,採購部,changwanhshing@gmail.com
48629,林嘉軍,財務部,changwanhshing@gmail.com
70061,任秀燕,人事部,changwanhshing@gmail.com
81807,曹春森,財務部,changwanhshing@gmail.com
41672,劉禮秀,行銷部,changwanhshing@gmail.com
88458,鄧佳毅,客服部,changwanhshing@gmail.com
62001,馬志毅,企劃部,changwanhshing@gmail.com
92327,余景靜,品管部,changwanhshing@gmail.com
63371,羅夏雄,業務部,changwanhshing@gmail.com
83546,徐桂鳳,總務部,changwanhshing@gmail.com
71341,袁嘉誠,企劃部,changwanhshing@gmail.com
99001,黃忠靜,業務部,changwanhshing@gmail.com
61497,丁昊勇,資訊部,changwanhshing@gmail.com
76136,趙偉軍,研發部,changwanhshing@gmail.com
12284,曹文豪,採購部,changwanhshing@gmail.com
78440,杜惠超,人事部,changwanhshing@gmail.com
22356,杜忠娟,企劃部,changwanhshing@gmail.com
24127,梁淑秀,倉儲部,changwanhshing@gmail.com
28419,潘春豪,行銷部,changwanhshing@gmail.com
66370,趙峰樺,企劃部,changwanhshing@gmail.com
67016,蕭秀翔,生產部,changwanhshing@gmail.com
13083,羅仁樺,客服部,changwanhshing@gmail.com
99592,馮旭賢,人事部,changwanhshing@gmail.com
43154,曹文翔,生產部,changwanhshing@gmail.com
16421,吳雯秀,客服部,changwanhshing@gmail.com
27058,丁文強,生產部,changwanhshing@gmail.com
41665,趙忠鳳,倉儲部,changwanhshing@gmail.com
84508,呂大芳,企劃部,changwanhshing@gmail.com
42338,蕭冬浩,人事部,changwanhshing@gmail.com
87250,韓麗麗,品管部,changwanhshing@gmail.com
90979,杜桂浩,倉儲部,changwanhshing@gmail.com
58062,趙麗鳳,稽核部,changwanhshing@gmail.com
10726,許正煌,人事部,changwanhshing@gmail.com
69951,陳峰輝,生產部,changwanhshing@gmail.com
23095,韓景澤,資訊部,changwanhshing@gmail.com
44447,任仁軍,企劃部,changwanhshing@gmail.com
66045,鄧秀靜,生產部,changwanhshing@gmail.com
54617,高建勇,研發部,changwanhshing@gmail.com
30774,羅峰棟,資訊部,changwanhshing@gmail.com
59014,袁忠樺,稽核部,changwanhshing@gmail.com
79236,田仁森,資訊部,changwanhshing@gmail.com
91173,余雯棟,人事部,changwanhshing@gmail.com
22112,鄧忠達,生產部,changwanhshing@gmail.com
44963,曾孝雄,行銷部,changwanhshing@gmail.com
13866,韓嘉玲,資訊部,changwanhshing@gmail.com
59420,朱晴棟,生產部,changwanhshing@gmail.com
50495,彭秋明,總務部,changwanhshing@gmail.com
25639,周雅芳,生產部,changwanhshing@gmail.com
21309,呂佳敏,企劃部,changwanhshing@gmail.com
15133,袁嘉雄,總務部,changwanhshing@gmail.com
61941,韓秀玲,財務部,changwanhshing@gmail.com
46864,何秀鳳,企劃部,changwanhshing@gmail.com
84586,陳信鳳,倉儲部,changwanhshing@gmail.com
55423,蕭秋昇,總務部,changwanhshing@gmail.com
62870,程淑誠,採購部,changwanhshing@gmail.com
78417,江秀靜,倉儲部,changwanhshing@gmail.com
53334,梁旭娟,資訊部,changwanhshing@gmail.com
79737,黃旭浩,客服部,changwanhshing@gmail.com
49137,宋冬淵,法務部,changwanhshing@gmail.com
41031,胡偉浩,人事部,changwanhshing@gmail.com
94651,任忠雄,行銷部,changwanhshing@gmail.com
75173,田晨輝,資訊部,changwanhshing@gmail.com
83125,葉義昇,稽核部,changwanhshing@gmail.com
23125,王冬敏,法務部,changwanhshing@gmail.com
82349,丁文傑,資訊部,changwanhshing@gmail.com
27340,朱景誠,生產部,changwanhshing@gmail.com
14291,程惠森,品管部,changwanhshing@gmail.com
61639,唐佳鳳,品管部,changwanhshing@gmail.com
36643,袁信達,總務部,changwanhshing@gmail.com
57416,唐義明,企劃部,changwanhshing@gmail.com
77158,彭偉達,資訊部,changwanhshing@gmail.com
71370,楊正雄,客服部,changwanhshing@gmail.com
73728,郭春樺,品管部,changwanhshing@gmail.com
17408,魏家秀,總務部,changwanhshing@gmail.com
75707,李晨浩,稽核部,changwanhshing@gmail.com
26248,高禮云,總務部,changwanhshing@gmail.com
35475,袁大芳,稽核部,changwanhshing@gmail.com
21737,宋仁林,採購部,changwanhshing@gmail.com
56896,徐麗云,研發部,changwanhshing@gmail.com
24057,王桂明,資訊部,changwanhshing@gmail.com
85127,李宜宇,稽核部,changwanhshing@gmail.com
81784,鄧秋賢,倉儲部,changwanhshing@gmail.com
11084,蔣禮毅,倉儲部,changwanhshing@gmail.com
41575,陳孝燕,生產部,changwanhshing@gmail.com
59307,呂仁燕,採購部,changwanhshing@gmail.com
10331,張景鳳,稽核部,changwanhshing@gmail.com
72046,陳雅輝,稽核部,changwanhshing@gmail.com
52128,程志林,企劃部,changwanhshing@gmail.com
78233,鄧國雄,企劃部,changwanhshing@gmail.com
27444,任旭森,生產部,changwanhshing@gmail.com
47534,曾麗樺,倉儲部,changwanhshing@gmail.com
15460,任偉洋,採購部,changwanhshing@gmail.com
98667,彭大龍,客服部,changwanhshing@gmail.com
24089,何雯棟,倉儲部,changwanhshing@gmail.com
32691,梁麗娟,法務部,changwanhshing@gmail.com
76427,彭家勇,企劃部,changwanhshing@gmail.com
95605,羅麗軍,採購部,changwanhshing@gmail.com
30835,吳明靜,人事部,changwanhshing@gmail.com
70813,董文鳳,研發部,changwanhshing@gmail.com
62098,陳雯煌,客服部,changwanhshing@gmail.com
64515,謝晴林,總務部,changwanhshing@gmail.com
30298,董忠昇,法務部,changwanhshing@gmail.com
99756,郭信鳳,法務部,changwanhshing@gmail.com
24254,江正棟,生產部,changwanhshing@gmail.com
45998,曹春宇,客服部,changwanhshing@gmail.com
83922,葉秀昇,資訊部,changwanhshing@gmail.com
87058,馬偉鳳,人事部,changwanhshing@gmail.com
12515,丁家云,客服部,changwanhshing@gmail.com
49399,張晨芳,研發部,changwanhshing@gmail.com
83348,潘國樺,稽核部,changwanhshing@gmail.com
66564,曹秀芳,生產部,changwanhshing@gmail.com
33697,鄭正云,倉儲部,changwanhshing@gmail.com
81077,王旭龍,業務部,changwanhshing@gmail.com
64912,任秋麗,企劃部,changwanhshing@gmail.com
72923,呂旭文,品管部,changwanhshing@gmail.com
34191,馮宏達,客服部,changwanhshing@gmail.com
99507,楊正軍,資訊部,changwanhshing@gmail.com
50173,林秋森,行銷部,changwanhshing@gmail.com
85358,鄧仁麗,生產部,changwanhshing@gmail.com
95335,吳建偉,生產部,changwanhshing@gmail.com
83645,何慧娟,行銷部,changwanhshing@gmail.com
90127,唐麗達,資訊部,changwanhshing@gmail.com
56800,潘美林,企劃部,changwanhshing@gmail.com
25565,高忠煌,法務部,changwanhshing@gmail.com
11450,劉偉偉,品管部,changwanhshing@gmail.com
51329,李俊偉,稽核部,changwanhshing@gmail.com
17321,余桂達,總務部,changwanhshing@gmail.com
98531,許雯昇,倉儲部,changwanhshing@gmail.com
54943,彭明淵,資訊部,changwanhshing@gmail.com
58940,馮佳煌,生產部,changwanhshing@gmail.com
50610,呂佳浩,法務部,changwanhshing@gmail.com
54896,胡信澤,行銷部,changwanhshing@gmail.com
76869,徐淑浩,行銷部,changwanhshing@gmail.com
90880,劉偉麗,採購部,changwanhshing@gmail.com
49248,余宜博,財務部,changwanhshing@gmail.com
12842,黃家澤,行銷部,changwanhshing@gmail.com
41618,蘇信傑,法務部,changwanhshing@gmail.com
93741,江信棟,稽核部,changwanhshing@gmail.com
40151,蘇旭龍,行銷部,changwanhshing@gmail.com
75644,丁宜鳳,法務部,changwanhshing@gmail.com
65604,趙宜燕,企劃部,changwanhshing@gmail.com
55537,謝家靜,研發部,changwanhshing@gmail.com
85674,黃俊偉,稽核部,changwanhshing@gmail.com
15083,趙明超,行銷部,changwanhshing@gmail.com
39504,宋國傑,業務部,changwanhshing@gmail.com
12708,鄧正靜,行銷部,changwanhshing@gmail.com
55984,羅文林,企劃部,changwanhshing@gmail.com
94637,蕭晨超,業務部,changwanhshing@gmail.com
94842,黃麗文,企劃部,changwanhshing@gmail.com
77284,劉嘉樺,研發部,changwanhshing@gmail.com
30117,林夏云,行銷部,changwanhshing@gmail.com
71167,馮建雄,研發部,changwanhshing@gmail.com
89008,何峰麗,採購部,changwanhshing@gmail.com
61574,董信芳,稽核部,changwanhshing@gmail.com
58369,杜忠賢,稽核部,changwanhshing@gmail.com
36968,周昊云,採購部,changwanhshing@gmail.com
38365,梁惠軍,業務部,changwanhshing@gmail.com
70066,田淑昇,客服部,changwanhshing@gmail.com
72449,胡佳達,採購部,changwanhshing@gmail.com
56468,余偉雄,財務部,changwanhshing@gmail.com
74007,周大偉,法務部,changwanhshing@gmail.com
54960,黃宜淵,資訊部,changwanhshing@gmail.com
13939,楊嘉森,企劃部,changwanhshing@gmail.com
95617,羅冬賢,研發部,changwanhshing@gmail.com
95755,周明傑,客服部,changwanhshing@gmail.com
17891,彭文豪,法務部,changwanhshing@gmail.com
33912,鄧桂棟,人事部,changwanhshing@gmail.com
63074,張夏棟,行銷部,changwanhshing@gmail.com
11552,丁志龍,法務部,changwanhshing@gmail.com
97365,蔣夏博,行銷部,changwanhshing@gmail.com
33340,羅忠敏,行銷部,changwanhshing@gmail.com
67364,江信豪,倉儲部,changwanhshing@gmail.com
42329,蕭雯誠,財務部,changwanhshing@gmail.com
75637,王雯森,稽核部,changwanhshing@gmail.com
38246,蕭晨林,倉儲部,changwanhshing@gmail.com
82000,馮大豪,法務部,changwanhshing@gmail.com
60023,丁峰賢,企劃部,changwanhshing@gmail.com
14240,魏忠達,總務部,changwanhshing@gmail.com
53532,田義偉,企劃部,changwanhshing@gmail.com
55858,林春林,品管部,changwanhshing@gmail.com
53590,呂美明,業務部,changwanhshing@gmail.com
98760,林佳芳,稽核部,changwanhshing@gmail.com
82930,江夏昇,倉儲部,changwanhshing@gmail.com
91767,胡夏云,採購部,changwanhshing@gmail.com
66177,蘇宜敏,業務部,changwanhshing@gmail.com
69756,梁俊娟,採購部,changwanhshing@gmail.com
50408,鄧宏昇,品管部,changwanhshing@gmail.com
99241,蔡秋芳,總務部,changwanhshing@gmail.com
53260,田禮秀,資訊部,changwanhshing@gmail.com
21771,江仁靜,品管部,changwanhshing@gmail.com
14687,周信秀,法務部,changwanhshing@gmail.com
24543,郭景芳,研發部,changwanhshing@gmail.com
46883,杜嘉翔,人事部,changwanhshing@gmail.com
70164,田麗宇,企劃部,changwanhshing@gmail.com
93544,蔣義翔,法務部,changwanhshing@gmail.com
46252,呂慧靜,資訊部,changwanhshing@gmail.com
83095,黃欣賢,採購部,changwanhshing@gmail.com
17789,徐建淵,採購部,changwanhshing@gmail.com
70380,曾家毅,總務部,changwanhshing@gmail.com
98759,謝家煌,資訊部,changwanhshing@gmail.com
15259,謝正軍,採購部,changwanhshing@gmail.com
49443,王佳棟,品管部,changwanhshing@gmail.com
95082,張大龍,資訊部,changwanhshing@gmail.com
64964,張俊毅,稽核部,changwanhshing@gmail.com
63216,羅俊豪,行銷部,changwanhshing@gmail.com
95674,徐晴娟,倉儲部,changwanhshing@gmail.com
38600,馬信龍,總務部,changwanhshing@gmail.com
62012,郭仁澤,採購部,changwanhshing@gmail.com
96669,黃宏敏,法務部,changwanhshing@gmail.com
87240,王秋翔,生產部,changwanhshing@gmail.com
24072,彭雅森,研發部,changwanhshing@gmail.com
32959,田志軍,品管部,changwanhshing@gmail.com
23009,彭晨誠,品管部,changwanhshing@gmail.com
87269,高冬博,客服部,changwanhshing@gmail.com
64756,周景強,業務部,changwanhshing@gmail.com
50332,何俊翔,法務部,changwanhshing@gmail.com
71395,何禮強,法務部,changwanhshing@gmail.com
29198,曾正敏,總務部,changwanhshing@gmail.com
69702,孫信賢,採購部,changwanhshing@gmail.com
20797,蕭峰豪,人事部,changwanhshing@gmail.com
47284,胡春云,客服部,changwanhshing@gmail.com
84243,呂淑雄,生產部,changwanhshing@gmail.com
67823,楊欣明,人事部,changwanhshing@gmail.com
78252,徐家娟,業務部,changwanhshing@gmail.com
74522,魏慧勇,業務部,changwanhshing@gmail.com
39108,宋志娟,總務部,changwanhshing@gmail.com
40341,吳建雄,品管部,changwanhshing@gmail.com
95156,蘇冬煌,行銷部,changwanhshing@gmail.com
14268,吳夏洋,行銷部,changwanhshing@gmail.com
68463,蘇夏達,品管部,changwanhshing@gmail.com
74315,彭秋勇,總務部,changwanhshing@gmail.com
29729,陳義森,研發部,changwanhshing@gmail.com
50970,蔣春昇,品管部,changwanhshing@gmail.com
71332,黃晨昇,生產部,changwanhshing@gmail.com
34201,高欣浩,研發部,changwanhshing@gmail.com
26434,唐昊強,資訊部,changwanhshing@gmail.com
23538,馬秀靜,行銷部,changwanhshing@gmail.com
13366,蔡淑森,稽核部,changwanhshing@gmail.com
64100,羅秋賢,倉儲部,changwanhshing@gmail.com
52759,余雯棟,客服部,changwanhshing@gmail.com
21873,蔡慧豪,人事部,changwanhshing@gmail.com
68325,孫慧超,財務部,changwanhshing@gmail.com
87646,鄭秋樺,品管部,changwanhshing@gmail.com
14743,林正玲,總務部,changwanhshing@gmail.com
18971,張旭強,法務部,changwanhshing@gmail.com
98539,杜慧傑,資訊部,changwanhshing@gmail.com
42787,袁美偉,生產部,changwanhshing@gmail.com
87565,王宜棟,品管部,changwanhshing@gmail.com
91198,許秋賢,法務部,changwanhshing@gmail.com
98820,唐家浩,法務部,changwanhshing@gmail.com
32610,程慧浩,稽核部,changwanhshing@gmail.com
30593,袁佳洋,總務部,changwanhshing@gmail.com
55083,周志靜,企劃部,changwanhshing@gmail.com
98164,鄭惠燕,人事部,changwanhshing@gmail.com
66823,胡正云,稽核部,changwanhshing@gmail.com
33384,朱淑樺,倉儲部,changwanhshing@gmail.com
22631,許志鳳,生產部,changwanhshing@gmail.com
86838,韓麗娟,客服部,changwanhshing@gmail.com
22262,田雯浩,客服部,changwanhshing@gmail.com
26587,楊信秀,品管部,changwanhshing@gmail.com
75484,羅嘉敏,倉儲部,changwanhshing@gmail.com
60123,杜文超,研發部,changwanhshing@gmail.com
19251,葉冬偉,研發部,changwanhshing@gmail.com
79930,魏冬淵,人事部,changwanhshing@gmail.com
71337,余淑淵,稽核部,changwanhshing@gmail.com
93536,李偉樺,資訊部,changwanhshing@gmail.com
28494,董孝棟,行銷部,changwanhshing@gmail.com
53995,周晨浩,稽核部,changwanhshing@gmail.com
40491,何美偉,倉儲部,changwanhshing@gmail.com
32865,黃桂林,行銷部,changwanhshing@gmail.com
99525,鄧嘉明,品管部,changwanhshing@gmail.com
48189,朱國浩,企劃部,changwanhshing@gmail.com
77366,吳晨澤,稽核部,changwanhshing@gmail.com
71184,蔡仁棟,稽核部,changwanhshing@gmail.com
96817,徐宜麗,人事部,changwanhshing@gmail.com
65788,董大偉,企劃部,changwanhshing@gmail.com
25646,葉家洋,生產部,changwanhshing@gmail.com
28336,丁家麗,採購部,changwanhshing@gmail.com
91835,周慧達,法務部,changwanhshing@gmail.com
64973,馮秋林,人事部,changwanhshing@gmail.com
81329,潘雯文,財務部,changwanhshing@gmail.com
30813,鄧宜靜,研發部,changwanhshing@gmail.com
34580,葉峰鳳,客服部,changwanhshing@gmail.com
15033,蔣國明,生產部,changwanhshing@gmail.com
46737,宋景林,稽核部,changwanhshing@gmail.com
68922,程晨樺,業務部,changwanhshing@gmail.com
57527,謝晨勇,財務部,changwanhshing@gmail.com
56472,何禮誠,總務部,changwanhshing@gmail.com
88040,陳冬宇,稽核部,changwanhshing@gmail.com
91588,田桂豪,客服部,changwanhshing@gmail.com
77474,呂文豪,品管部,changwanhshing@gmail.com
32896,杜信博,法務部,changwanhshing@gmail.com
79694,魏俊強,客服部,changwanhshing@gmail.com
76799,張正博,總務部,changwanhshing@gmail.com
34838,吳文達,研發部,changwanhshing@gmail.com
33783,謝淑靜,法務部,changwanhshing@gmail.com
97134,宋忠毅,稽核部,changwanhshing@gmail.com
33170,曹雯軍,採購部,changwanhshing@gmail.com
24924,唐夏淵,人事部,changwanhshing@gmail.com
15468,余惠娟,生產部,changwanhshing@gmail.com
71439,高佳軍,行銷部,changwanhshing@gmail.com
79232,馮昊樺,企劃部,changwanhshing@gmail.com
55126,田慧達,總務部,changwanhshing@gmail.com
58728,蔣春博,業務部,changwanhshing@gmail.com
83575,徐家鳳,總務部,changwanhshing@gmail.com
43789,何夏洋,研發部,changwanhshing@gmail.com
54350,黃俊豪,採購部,changwanhshing@gmail.com
54279,徐仁敏,法務部,changwanhshing@gmail.com
30450,李孝靜,稽核部,changwanhshing@gmail.com
59482,鄭國鳳,資訊部,changwanhshing@gmail.com
56473,袁建達,生產部,changwanhshing@gmail.com
98093,蘇明秀,稽核部,changwanhshing@gmail.com
73430,郭秀毅,客服部,changwanhshing@gmail.com
94918,田雯洋,採購部,changwanhshing@gmail.com
16744,曾晴明,生產部,changwanhshing@gmail.com
82607,蕭秀誠,資訊部,changwanhshing@gmail.com
85245,董秋麗,業務部,changwanhshing@gmail.com
73050,曾家麗,倉儲部,changwanhshing@gmail.com
51071,杜忠輝,稽核部,changwanhshing@gmail.com
71847,鄧惠輝,總務部,changwanhshing@gmail.com
65274,陳仁軍,研發部,changwanhshing@gmail.com
66263,潘宏森,行銷部,changwanhshing@gmail.com
44679,謝夏敏,總務部,changwanhshing@gmail.com
86129,孫家林,資訊部,changwanhshing@gmail.com
10855,馮偉鳳,倉儲部,changwanhshing@gmail.com
74197,黃建靜,生產部,changwanhshing@gmail.com
49486,葉宜靜,業務部,changwanhshing@gmail.com
38150,鄭孝強,客服部,changwanhshing@gmail.com
67980,劉大森,品管部,changwanhshing@gmail.com
20659,曹佳森,研發部,changwanhshing@gmail.com
61286,楊偉芳,稽核部,changwanhshing@gmail.com
42267,韓佳雄,倉儲部,changwanhshing@gmail.com
49824,宋欣棟,品管部,changwanhshing@gmail.com
26243,鄭信偉,行銷部,changwanhshing@gmail.com
33641,徐夏淵,人事部,changwanhshing@gmail.com
35513,田雯博,總務部,changwanhshing@gmail.com
89663,許冬龍,行銷部,changwanhshing@gmail.com
42042,陳春靜,生產部,changwanhshing@gmail.com
50980,葉國博,品管部,changwanhshing@gmail.com
23261,曾志誠,資訊部,changwanhshing@gmail.com
32306,馬明棟,客服部,changwanhshing@gmail.com
77635,蔡仁澤,法務部,changwanhshing@gmail.com
54439,蔣昊澤,總務部,changwanhshing@gmail.com
16543,袁正麗,總務部,changwanhshing@gmail.com
28737,丁晴文,總務部,changwanhshing@gmail.com
21113,彭家燕,倉儲部,changwanhshing@gmail.com
31877,趙國芳,採購部,changwanhshing@gmail.com
46022,郭旭達,客服部,changwanhshing@gmail.com
17155,呂景傑,企劃部,changwanhshing@gmail.com
77988,羅淑鳳,客服部,changwanhshing@gmail.com
41689,羅仁昇,生產部,changwanhshing@gmail.com
31211,楊信澤,倉儲部,changwanhshing@gmail.com
23732,何淑云,客服部,changwanhshing@gmail.com
82638,羅欣達,財務部,changwanhshing@gmail.com
70575,彭旭豪,資訊部,changwanhshing@gmail.com
93250,曾正林,品管部,changwanhshing@gmail.com
80925,馮冬翔,總務部,changwanhshing@gmail.com
28602,郭信燕,財務部,changwanhshing@gmail.com
37873,呂仁勇,行銷部,changwanhshing@gmail.com
21794,宋美淵,客服部,changwanhshing@gmail.com
58829,唐正軍,企劃部,changwanhshing@gmail.com
49087,余夏軍,人事部,changwanhshing@gmail.com
46621,丁慧秀,研發部,changwanhshing@gmail.com
52251,曾夏輝,財務部,changwanhshing@gmail.com
63584,蔡建林,稽核部,changwanhshing@gmail.com
81845,呂淑博,客服部,changwanhshing@gmail.com
95481,劉義翔,財務部,changwanhshing@gmail.com
82389,孫正豪,資訊部,changwanhshing@gmail.com
23763,韓宏樺,企劃部,changwanhshing@gmail.com
88425,彭建毅,資訊部,changwanhshing@gmail.com
67822,馮春達,法務部,changwanhshing@gmail.com
34943,宋欣宇,研發部,changwanhshing@gmail.com
97147,余孝煌,倉儲部,changwanhshing@gmail.com
48792,何晴云,稽核部,changwanhshing@gmail.com
53873,杜淑昇,研發部,changwanhshing@gmail.com
84349,許正誠,業務部,changwanhshing@gmail.com
22194,余志秀,稽核部,changwanhshing@gmail.com
48393,鄧雅雄,業務部,changwanhshing@gmail.com
73892,蕭仁云,業務部,changwanhshing@gmail.com
29712,彭晴豪,資訊部,changwanhshing@gmail.com
96086,余秀軍,總務部,changwanhshing@gmail.com
94392,馮晨云,財務部,changwanhshing@gmail.com
63588,張國達,法務部,changwanhshing@gmail.com
60878,任建傑,稽核部,changwanhshing@gmail.com
80029,余峰博,企劃部,changwanhshing@gmail.com
44873,魏秋達,財務部,changwanhshing@gmail.com
85362,張旭龍,企劃部,changwanhshing@gmail.com
93921,鄭慧敏,財務部,changwanhshing@gmail.com
69255,袁嘉鳳,人事部,changwanhshing@gmail.com
16897,蔣宜達,業務部,changwanhshing@gmail.com
52053,許義博,行銷部,changwanhshing@gmail.com
86988,馬信麗,資訊部,changwanhshing@gmail.com
12396,曾昊賢,人事部,changwanhshing@gmail.com
13803,曹仁達,稽核部,changwanhshing@gmail.com
45607,謝仁雄,人事部,changwanhshing@gmail.com
29187,任景勇,稽核部,changwanhshing@gmail.com
46079,宋淑賢,資訊部,changwanhshing@gmail.com
78328,楊宜鳳,稽核部,changwanhshing@gmail.com
27080,孫俊傑,生產部,changwanhshing@gmail.com
86047,江家傑,行銷部,changwanhshing@gmail.com
95161,蔡惠毅,倉儲部,changwanhshing@gmail.com
35994,韓美宇,企劃部,changwanhshing@gmail.com
10155,江佳秀,法務部,changwanhshing@gmail.com
35536,高秀林,倉儲部,changwanhshing@gmail.com
52842,魏正森,企劃部,changwanhshing@gmail.com
34101,曹景敏,生產部,changwanhshing@gmail.com
62658,馬欣娟,稽核部,changwanhshing@gmail.com
26685,江仁輝,生產部,changwanhshing@gmail.com
52007,李秋誠,品管部,changwanhshing@gmail.com
47094,趙俊強,資訊部,changwanhshing@gmail.com
87020,田旭玲,企劃部,changwanhshing@gmail.com
56975,劉建煌,業務部,changwanhshing@gmail.com
76442,蘇家浩,行銷部,changwanhshing@gmail.com
20184,韓文翔,總務部,changwanhshing@gmail.com
84804,潘宜煌,資訊部,changwanhshing@gmail.com
52294,馮佳秀,研發部,changwanhshing@gmail.com
66217,宋信傑,生產部,changwanhshing@gmail.com
34527,田旭棟,人事部,changwanhshing@gmail.com
40755,胡晨棟,生產部,changwanhshing@gmail.com
95947,丁宜翔,品管部,changwanhshing@gmail.com
81073,謝景傑,研發部,changwanhshing@gmail.com
48319,羅宏浩,生產部,changwanhshing@gmail.com
25816,鄭晨翔,倉儲部,changwanhshing@gmail.com
39488,李秋偉,企劃部,changwanhshing@gmail.com
43585,魏義燕,企劃部,changwanhshing@gmail.com
94915,孫雅鳳,人事部,changwanhshing@gmail.com
85312,韓仁輝,稽核部,changwanhshing@gmail.com
32873,田文傑,業務部,changwanhshing@gmail.com
56939,葉夏敏,業務部,changwanhshing@gmail.com
53919,蘇宏棟,研發部,changwanhshing@gmail.com
60355,宋志靜,資訊部,changwanhshing@gmail.com
85962,謝惠博,稽核部,changwanhshing@gmail.com
62500,董秀玲,人事部,changwanhshing@gmail.com
72566,趙信傑,人事部,changwanhshing@gmail.com
66695,余美強,資訊部,changwanhshing@gmail.com
26544,蘇桂雄,品管部,changwanhshing@gmail.com
20826,丁冬芳,稽核部,changwanhshing@gmail.com
72741,馬忠傑,倉儲部,changwanhshing@gmail.com
29964,彭桂麗,資訊部,changwanhshing@gmail.com
57804,胡偉娟,業務部,changwanhshing@gmail.com
45122,羅文雄,品管部,changwanhshing@gmail.com
35255,唐冬浩,企劃部,changwanhshing@gmail.com
26641,曹佳鳳,財務部,changwanhshing@gmail.com
77270,蔡建云,採購部,changwanhshing@gmail.com
51379,張禮澤,人事部,changwanhshing@gmail.com
37261,林信敏,企劃部,changwanhshing@gmail.com
74003,蔣宜鳳,財務部,changwanhshing@gmail.com
16687,羅建云,企劃部,changwanhshing@gmail.com
81553,趙宜棟,倉儲部,changwanhshing@gmail.com
53891,劉禮樺,法務部,changwanhshing@gmail.com
72067,魏秀昇,人事部,changwanhshing@gmail.com
29664,胡春賢,總務部,changwanhshing@gmail.com
94598,余明林,品管部,changwanhshing@gmail.com
77484,周慧毅,品管部,changwanhshing@gmail.com
60532,丁建傑,企劃部,changwanhshing@gmail.com
49017,鄭美豪,品管部,changwanhshing@gmail.com
56730,林國強,生產部,changwanhshing@gmail.com
40608,陳惠翔,倉儲部,changwanhshing@gmail.com
91805,葉景澤,人事部,changwanhshing@gmail.com
67479,江夏龍,企劃部,changwanhshing@gmail.com
36865,蘇宏勇,行銷部,changwanhshing@gmail.com
14462,呂春淵,客服部,changwanhshing@gmail.com
17853,杜欣誠,行銷部,changwanhshing@gmail.com
12636,董國明,人事部,changwanhshing@gmail.com
10327,彭孝勇,行銷部,changwanhshing@gmail.com
56191,程欣秀,生產部,changwanhshing@gmail.com
44266,董美林,倉儲部,changwanhshing@gmail.com
50299,劉惠誠,法務部,changwanhshing@gmail.com
84107,謝宏浩,法務部,changwanhshing@gmail.com
93602,陳昊雄,人事部,changwanhshing@gmail.com
61343,郭麗云,業務部,changwanhshing@gmail.com
98725,任明煌,生產部,changwanhshing@gmail.com
55219,許仁靜,法務部,changwanhshing@gmail.com
19888,馬佳賢,資訊部,changwanhshing@gmail.com
32705,蕭雯明,倉儲部,changwanhshing@gmail.com
48070,胡欣煌,業務部,changwanhshing@gmail.com
94824,周偉林,研發部,changwanhshing@gmail.com
82065,潘信森,研發部,changwanhshing@gmail.com
15905,羅欣雄,總務部,changwanhshing@gmail.com
99987,胡秋洋,採購部,changwanhshing@gmail.com
24904,梁大秀,人事部,changwanhshing@gmail.com
84956,陳大玲,人事部,changwanhshing@gmail.com
26627,許忠軍,稽核部,changwanhshing@gmail.com
48381,吳義靜,生產部,changwanhshing@gmail.com
42029,高忠賢,客服部,changwanhshing@gmail.com
88148,鄧桂豪,採購部,changwanhshing@gmail.com
75626,劉宜豪,企劃部,changwanhshing@gmail.com
26288,高宜宇,品管部,changwanhshing@gmail.com
93399,梁禮澤,採購部,changwanhshing@gmail.com
35762,葉景云,法務部,changwanhshing@gmail.com
12981,陳晨博,財務部,changwanhshing@gmail.com
23782,江嘉宇,行銷部,changwanhshing@gmail.com
72089,宋大達,品管部,changwanhshing@gmail.com
12035,劉俊強,資訊部,changwanhshing@gmail.com
89302,胡忠翔,品管部,changwanhshing@gmail.com
89275,程秋淵,資訊部,changwanhshing@gmail.com
59767,袁麗秀,法務部,changwanhshing@gmail.com
10480,黃峰強,財務部,changwanhshing@gmail.com
42973,蔡偉煌,業務部,changwanhshing@gmail.com
24981,郭淑昇,法務部,changwanhshing@gmail.com
95740,江冬達,研發部,changwanhshing@gmail.com
99587,程惠淵,資訊部,changwanhshing@gmail.com
56674,黃志毅,稽核部,changwanhshing@gmail.com
33469,孫家淵,倉儲部,changwanhshing@gmail.com
93883,董惠輝,稽核部,changwanhshing@gmail.com
64721,張夏達,財務部,changwanhshing@gmail.com
13244,董建浩,研發部,changwanhshing@gmail.com
91526,田桂豪,倉儲部,changwanhshing@gmail.com
95787,胡禮宇,品管部,changwanhshing@gmail.com
17359,彭國煌,採購部,changwanhshing@gmail.com
32510,王慧龍,業務部,changwanhshing@gmail.com
10775,徐春澤,倉儲部,changwanhshing@gmail.com
78227,許冬秀,總務部,changwanhshing@gmail.com
36913,余文達,資訊部,changwanhshing@gmail.com
55440,魏禮博,稽核部,changwanhshing@gmail.com
